,name,x,y
730,enokitake,-10.003596,55.0892
731,pitted_black_olives,-52.93642,-19.244122
732,ground_chuck,-52.179142,-32.703556
733,soft_tofu,-9.080676,52.186626
734,diced_red_onions,-60.934616,5.0431395
735,pitas,-29.205503,-13.852081
736,ladyfingers,54.10515,-22.865295
737,scotch_bonnet_chile,23.382471,-4.0771904
738,roast_red_peppers,-59.72005,-16.387957
739,sour_milk,66.45564,4.7373185
740,black_sesame_seeds,-6.372907,59.443596
741,pastry,40.029896,-43.76762
742,dried_chile,-2.1573331,41.011887
743,green_curry_paste,12.79734,41.409035
744,cherries,44.67596,-19.328772
745,rib_eye_steaks,-24.09151,38.929127
746,oven_ready_lasagna_noodles,-38.21272,-36.85571
747,dried_lentils,5.07954,5.859575
748,chaat_masala,23.526014,18.330793
749,new_potatoes,-5.3123207,-13.696946
750,octopus,54.326122,18.71879
751,club_soda,39.310658,-5.0026803
752,chile_paste,0.6092916,50.669262
753,flour_for_dusting,5.0101347,-38.568214
754,french_baguette,-36.83759,-21.08613
755,silken_tofu,-13.964993,53.45887
756,cacao,57.61946,-18.872162
757,jumbo_pasta_shells,-39.865036,-36.679886
758,cake,47.719788,-24.31325
759,chocolate,57.19295,-23.54786
760,ras_el_hanout,4.443226,1.2928541
761,gruyere_cheese,72.92961,20.86267
762,florets,0.04389198,9.9891815
763,asafetida,19.641914,18.393642
764,pizza_crust,-33.28281,-27.811852
765,orecchiette,-24.931316,-34.22003
766,vinaigrette,-25.204075,-12.860653
767,greek_seasoning,-32.681694,-15.772171
768,slaw_mix,-25.031658,53.608234
769,epazote,-61.335518,19.646198
770,simple_syrup,43.30684,-5.467326
771,won_ton_wrappers,-12.425813,44.84801
772,harissa,3.8407676,2.2811756
773,shells,-15.386456,2.5626688
774,chipotle_chile_powder,-65.772865,16.35809
775,dried_bonito_flakes,-13.361418,57.375217
776,liqueur,42.591812,-11.511798
777,croutons,-35.09865,-17.173033
778,pitted_green_olives,1.1789757,-2.844106
779,caviar,52.0214,22.408735
780,gnocchi,-31.528946,-38.18589
781,dark_chocolate,55.12191,-26.669575
782,yams,-8.384227,19.680653
783,vermicelli,8.20478,35.598564
784,jaggery,16.910849,18.728712
785,sprinkles,49.355442,-33.707684
786,glass_noodles,-4.3467665,47.69711
787,toasted_pine_nuts,-21.517883,-32.544315
788,chile_de_arbol,-57.56003,24.999989
789,dry_vermouth,-7.4852996,-23.05661
790,toasted_almonds,25.464598,-38.01685
791,whipped_topping,54.849594,-28.165289
792,fresh_blueberries,53.486805,-15.804567
793,chile_sauce,8.701924,53.90992
794,fillet_red_snapper,-16.101946,-5.2098923
795,bonito_flakes,-12.389099,57.09335
796,neutral_oil,-17.303741,31.71754
797,saltines,-8.040652,-46.028164
798,salted_peanuts,14.351104,50.722908
799,scallops,-11.181758,-3.2835038
800,gai_lan,-7.2561173,46.163048
801,plantains,-63.533676,26.366102
802,white_chocolate,51.68424,-20.143927
803,crackers,-32.90825,-17.876253
804,self_rising_cornmeal,-5.3772445,-45.45462
805,black_tea,60.28902,12.928721
806,hellmann_or_best_food_real_mayonnais,-50.18656,1.6183926
807,naan,7.1565394,10.001235
808,crumbled_gorgonzola,-20.849518,-36.857006
809,apple_brandy,65.497215,8.113131
810,base,-13.708727,47.59387
811,chinese_chives,16.99078,49.131756
812,graham_cracker_crumbs,55.05003,-31.204391
813,hungarian_sweet_paprika,-2.8547733,-1.4257586
814,teas,26.45875,13.122967
815,berries,51.234776,-11.865846
816,mini_marshmallows,47.641266,-35.161022
817,roasted_cashews,6.1972933,16.95493
818,flower,28.54206,16.044214
819,frankfurter,69.46231,26.3568
820,dried_black_beans,-54.76327,20.845053
821,fermented_black_beans,-3.8354836,43.80773
822,hot_chili_sauce,5.570098,49.859035
823,madras_curry_powder,4.8704853,11.658967
824,pepperoni_slices,-44.671196,-38.42023
825,galanga,15.143964,43.20161
826,crema,-57.63409,18.357687
827,safflower_oil,-16.211838,34.88112
828,sun_dried_tomatoes_in_oil,-28.803774,-22.588667
829,fresh_peas,-4.0479093,7.9305415
830,phyllo_pastry,22.050285,-37.5451
831,oxtails,-22.71039,35.178745
832,unsweetened_chocolate,58.129734,-27.27405
833,pickles,-34.94272,-5.796071
834,brussels_sprouts,1.0448475,13.8057785
835,canola,-15.114115,31.884005
836,heirloom_tomatoes,-40.90837,-17.880323
837,refrigerated_pizza_dough,-34.45778,-28.644676
838,triple_sec,43.282856,-7.7997646
839,nuts,35.816853,5.5054045
840,mung_beans,20.860815,50.30745
841,vine_ripened_tomatoes,-42.46694,-17.325031
842,filet,-28.100075,27.737864
843,soup,-15.2649975,2.9559536
844,cherry_brandy,65.75764,2.8395889
845,chees_fresco_queso,-60.7729,15.301523
846,dried_dillweed,-21.835896,-46.2858
847,apricots,24.840101,-35.539993
848,sea_bass_fillets,-14.1866455,-6.349343
849,salted_roast_peanuts,12.221793,50.704704
850,whitefish,-14.41174,-2.4791706
851,mixed_spice,31.922945,-23.996992
852,asafoetida_powder,15.224543,18.63646
853,figs,22.311077,-30.14857
854,juniper_berry,64.69255,29.115416
855,orzo_pasta,-25.927462,-29.986206
856,madeira,2.701506,-27.249071
857,fresh_red_chili,12.627888,30.871525
858,poblano_chilies,-63.13133,21.60559
859,gram_flour,22.808737,15.612523
860,mexican_chorizo,-60.156437,17.693268
861,rolled_oats,38.08511,-32.190903
862,baby_lima_beans,-8.644503,-18.822615
863,spanish_paprika,-3.8125343,-6.988467
864,red_bean,60.66308,9.879718
865,cornichons,0.3620556,-16.735296
866,chow_mein_noodles,-0.8746854,47.39895
867,food_colouring,31.630499,6.6623588
868,raw_cashews,6.399131,18.750118
869,lima_beans,-7.936813,-17.457113
870,green_tea,60.001823,9.335747
871,serrano,-54.68121,25.518251
872,pie_shell,44.018353,-41.175
873,blueberries,51.38924,-15.360414
874,extra_large_eggs,17.641624,-19.540272
875,golden_delicious_apples,24.466568,-23.773022
876,cassava,57.7701,35.0106
877,chayotes,-57.311775,21.299757
878,mexican_chocolate,-64.42679,25.729446
879,pickle_relish,-32.8835,-8.7472925
880,waxy_potatoes,-6.368147,-1.6647159
881,rotelle,-50.216846,-2.9884462
882,fronds,-11.156307,-10.520387
883,straw_mushrooms,11.728001,43.003887
884,soba,-6.1258492,54.973846
885,baked_tortilla_chips,-57.98928,-0.52536064
886,gorgonzola,-20.778198,-36.9334
887,dried_pinto_beans,-55.190742,20.656122
888,cocktail_cherries,47.67203,-11.798587
889,cranberries,36.086433,-14.481566
890,chestnuts,15.282819,-27.242418
891,shellfish,52.86098,18.92232
892,syrup,46.706776,-19.077436
893,green_enchilada_sauce,-63.3677,-2.9507532
894,allspice_berries,-61.458775,26.574469
895,velveeta,-52.01943,-8.942292
896,dumplings,-12.604986,41.258064
897,pasta_shells,-34.943882,-30.296844
898,grand_marnier,50.093987,-18.305422
899,pitted_olives,-52.898205,-15.195138
900,breakfast_sausages,-8.984695,-41.2786
901,golden_syrup,34.95545,-24.429068
902,dumpling_wrappers,-8.394837,45.10561
903,prepar_salsa,-59.448444,-4.8295937
904,white_flour,25.576874,8.984583
905,italian_seasoned_breadcrumbs,-47.25661,-30.38797
906,gochugaru,-17.61905,51.341057
907,fettuccine_pasta,-27.422781,-41.057808
908,raw_sugar,41.986908,-20.19478
909,msg,-7.486894,39.13872
910,red_miso,-14.707899,59.79506
911,ziti,-36.696583,-37.14044
912,tilapia,-29.37459,26.62443
913,pasilla_chiles,-63.692448,24.605738
914,fontina,-32.133934,-31.713123
915,genoa_salami,-32.392178,-22.092863
916,pomegranate_seeds,35.692715,-5.5169578
917,crema_mexican,-60.29831,16.730972
918,brown_lentils,5.8418746,7.3731694
919,black_mustard_seed_oil,56.114117,30.340742
920,champagne,39.361702,-10.566494
921,round_steaks,-28.067823,34.260426
922,cooked_quinoa,-36.20235,25.245787
923,lo_mein_noodles,-2.8678708,48.87088
924,crust,45.61776,-37.109455
925,short_rib,-20.281595,38.65071
926,amaretto,51.01744,-20.757488
927,kielbasa,-29.551962,3.961154
928,jam,36.1978,-23.49825
929,top_sirloin_steak,-25.944324,37.007145
930,white_peppercorns,3.540986,38.819603
931,cookies,52.76248,-25.44134
932,quince,65.19256,8.731489
933,roasted_sesame_seeds,-15.738923,50.617393
934,pesto_sauce,-34.401096,-34.838608
935,shucked_oysters,-22.501814,-1.1079327
936,munster_cheese,71.086945,20.24045
937,unsalted_cashews,8.760309,17.80558
938,mutton,26.926514,18.463905
939,flatbread,-30.044857,-13.707358
940,pastry_dough,8.847405,-34.58432
941,fava_beans,-4.3705835,7.6573877
942,kumquat,61.643166,12.827911
943,bbq_sauce,-45.160397,13.874961
944,pickled_jalapenos,-61.8441,3.1390266
945,top_round_steak,-28.291792,35.086388
946,chinese_sausage,-7.9973273,42.55876
947,nioise_olives,-20.719131,-19.42556
948,diced_tomatoes_in_juice,-40.012165,2.8091738
949,veggies,6.4488397,28.738813
950,white_button_mushrooms,0.3073902,-29.161507
951,jeera,21.23182,17.248718
952,kirby_cucumbers,-27.63737,47.03337
953,stout,15.150174,-13.837764
954,smoked_gouda,-38.443504,-25.079445
955,_cooked_and_drained,-39.065773,-35.883434
956,halibut,-15.314597,-3.359531
957,candy,52.96858,-36.52828
958,and_fat_free_half_half,20.127544,-49.375584
959,ricotta_salata,-24.505014,-24.641443
960,pie_dough,36.78995,-39.412685
961,whole_allspice,17.544872,-3.7640116
962,rotel_tomatoes,-50.343155,-3.6913166
963,chayote,57.944103,23.44198
964,black_sesame_seed,61.011806,17.5574
965,flavoring,25.993887,-0.4538523
966,yellow_split_peas,13.114844,15.586435
967,sesame,-18.305233,54.09343
968,refrigerated_crescent_rolls,-56.709587,-11.28682
969,nectarines,38.387955,-19.34459
970,part_skim_mozzarella,-39.166023,-38.484848
971,masa,-62.58578,19.32584
972,armagnac,13.505529,-31.320124
973,fat_free_mayonnaise,-34.729546,-10.67747
974,jack,-61.70658,1.6109481
975,toasted_pecans,40.246086,-32.81704
976,chipotle,-54.560852,16.660347
977,fleur_de_sel,14.572385,-22.067684
978,ground_tumeric,10.833952,10.498328
979,toasted_walnuts,27.995337,-31.921726
980,chili_beans,-53.007706,-3.6753652
981,hungarian_paprika,-5.744493,-6.0296173
982,sirloin,-25.018332,38.40182
983,beefsteak_tomatoes,-41.27746,-17.918894
984,cantaloupe,46.569965,-7.426119
985,nigella_seeds,21.36937,11.560377
986,spaghettini,-22.264952,-28.133488
987,bulgur,1.327646,2.3562002
988,seedless_red_grapes,24.04674,-31.79525
989,eel,47.484642,21.311996
990,fine_salt,41.950386,-29.688154
991,tostada_shells,-59.099472,0.4124143
992,gravy,-5.9231772,-42.162712
993,chilli_paste,15.173114,23.891888
994,rabbit,-6.1917243,-17.961138
995,medium_eggs,35.5946,-21.872995
996,passata,-41.064842,7.3839455
997,_cook_and_drain,-49.025063,-20.637365
998,hot_dogs,-41.34403,-6.582357
999,sliced_tomatoes,-39.486946,-10.850697
1000,ciabatta,-27.277306,-23.673502
1001,gluten,25.540527,42.947327
1002,pastry_shell,43.106068,-43.268524
1003,_rins_and_drain,-45.8586,-1.7994925
1004,bosc_pears,26.062698,-27.558886
1005,tasso,-26.922373,-0.33690587
1006,bartlett_pear,64.32856,7.335734
1007,_thawed_and_squeezed_dry,-45.5763,-33.453327
1008,chana_dal,17.358662,17.638472
1009,roquefort_cheese,59.987453,24.003576
1010,moong_dal,20.172026,16.654446
1011,boneless_chuck_roast,-24.593494,34.847717
1012,piloncillo,-62.77324,25.809147
1013,dried_chickpeas,8.129563,6.848487
1014,roast,-46.6075,25.406557
1015,reduced_fat_mayonnaise,-34.04309,-10.988163
1016,ground_paprika,-21.209276,4.6550813
1017,coleslaw,-45.998737,16.278925
1018,pepperoncini,-34.235573,-19.63576
1019,licorice,66.93839,6.454412
1020,red_snapper,-17.27359,-1.9314828
1021,mixed_vegetables,19.381594,25.346695
1022,jamaican_jerk_season,-47.523052,13.580466
1023,hummus,-30.48619,-16.035948
1024,korean_chile_flakes,-17.122974,50.678642
1025,roasted_hazelnuts,52.338543,-22.255613
1026,navy_beans,-40.488552,-23.565079
1027,chinese_noodles,0.25182465,42.720024
1028,swordfish_steaks,-4.670516,0.53912145
1029,yellow_food_coloring,31.91686,7.628347
1030,tortellini,-28.174814,-34.169273
1031,crema_mexicana,-61.838936,15.168793
1032,broccolini,-7.9277306,48.023396
1033,yardlong_beans,11.00602,50.52329
1034,ponzu,-8.280296,58.2843
1035,sliced_shallots,12.316883,44.492947
1036,glaze,37.60754,-25.331715
1037,nopales,-61.11229,13.1121
1038,hot_chili_powder,-69.835976,4.943611
1039,maggi,-9.444976,41.67853
1040,jelly,39.453106,-13.842791
1041,shoyu,-12.110909,56.41362
1042,guanciale,-15.974799,-29.345617
1043,calvados,23.14381,-24.191227
1044,tagliatelle,-13.192581,-28.114552
1045,tawny_port,20.723598,-30.959608
1046,harissa_paste,3.7970302,1.3055956
1047,whitefish_fillets,-30.189674,24.05683
1048,soda,27.098463,10.466614
1049,juniper_berries,4.531158,-18.19847
1050,italian_tomatoes,-29.824888,-35.122974
1051,bawang_goreng,10.596359,47.561523
1052,meatballs,-39.115837,-41.967728
1053,pepitas,-62.070415,21.446972
1054,applesauce,41.424255,-33.636223
1055,double_acting_baking_powder,42.52971,-26.357697
1056,oil_cured_black_olives,-19.443115,-17.055529
1057,muscovado_sugar,33.60099,-20.268614
1058,slaw,-45.847973,16.9786
1059,duck_breasts,5.9594364,-20.75143
1060,bulk_italian_sausag,-41.019543,-36.833885
1061,fajita_seasoning_mix,-52.75195,-1.098635
1062,country_crock_spread,-59.765648,-7.7316055
1063,whole_peppercorn,-4.456293,34.295998
1064,chocolate_morsels,50.314335,-26.127548
1065,sweet_cherries,26.534052,-29.462791
1066,kahla,54.56388,-24.255613
1067,sumac,-27.434895,-14.039891
1068,pickling_spices,17.235432,-6.7759657
1069,dried_guajillo_chiles,-58.009808,22.303553
1070,pernod,-12.242803,-13.513633
1071,farro,-12.470745,-24.629246
1072,granulated_white_sugar,31.27867,-2.959166
1073,louisiana_hot_sauce,-25.870161,2.8081858
1074,habanero_chile,-51.290028,20.129555
1075,browning,-14.005733,26.475014
1076,five_spice_powder,0.5309401,48.656914
1077,fingerling_potatoes,-4.7948856,-14.9605
1078,yellow_miso,-12.800946,59.871258
1079,manicotti_shells,-40.62383,-35.433113
1080,shahi_jeera,26.726938,15.891225
1081,tartar_sauce,-31.111498,-4.9782987
1082,port,12.637135,-26.236176
1083,mexicorn,-57.78936,-5.357204
1084,pitted_prunes,23.6069,-28.382378
1085,frozen_peas_and_carrots,-10.543066,36.131847
1086,dried_salted_codfish,-20.83127,-10.94897
1087,passion_fruit,59.09561,8.509038
1088,low_fat_mayonnaise,-33.540436,-9.94352
1089,light_molasses,36.45934,-34.386364
1090,prepar_pesto,-35.515137,-34.757446
1091,brine_cured_black_olives,-18.871128,-19.450533
1092,cornbread,-12.134379,-46.375496
1093,prickly_pear,59.361076,14.668212
1094,xanthan_gum,42.997547,-24.209879
1095,five_spice,5.8936467,44.39972
1096,cane_sugar,3.407827,61.617065
1097,crumbs,52.95432,-29.08014
1098,tandoori_spices,18.676407,11.637005
1099,red_chile_powder,13.217712,9.576777
1100,bouquet_garni,0.5232801,-19.91018
1101,frosting,45.322758,-32.64974
1102,shiso,-10.343362,57.72347
1103,new_york_strip_steaks,-22.70844,30.481998
1104,uncook_medium_shrimp,-34.593388,-0.21706149
1105,vermicelli_noodles,7.4675636,45.581886
1106,ouzo,-11.16162,-11.262581
1107,_peel_and_devein,-34.588673,-0.21053116
1108,nori_sheets,-9.324195,61.440685
1109,frisee,2.1610894,-25.203072
1110,unsalted_roasted_peanuts,9.334776,47.437588
1111,baby_potatoes,16.524424,12.790758
1112,guava,42.47168,-2.847187
1113,quick_cooking_oats,42.12339,-38.729885
1114,caramel_sauce,46.93648,-26.319077
1115,large_flour_tortillas,-59.366096,-2.757975
1116,hot_chili,4.785018,40.16531
1117,mung_bean,59.095108,16.861217
1118,sea_bass,-13.741303,-7.939565
1119,frozen_mixed_vegetables,-47.086903,-7.662951
1120,wakame,-9.986503,56.79163
1121,baby_greens,-26.281435,-18.656424
1122,dried_mushrooms,-10.125574,43.569225
1123,suet,32.48372,-25.20756
1124,fresh_chevre,-17.935778,-21.25859
1125,chocolate_sprinkles,52.40824,-27.72122
1126,gyoza_wrappers,-10.712596,46.189564
1127,top_sirloin,-23.621916,40.260963
1128,sesame_paste,-1.7852802,43.313812
1129,orange_flower,65.49957,5.5298176
1130,mild_italian_sausage,-43.150867,-39.292118
1131,red_kidnei_beans,-46.280464,-1.7903302
1132,cutlet,-43.484257,-32.2674
1133,chopped_fresh_herbs,-20.833588,-22.400204
1134,rock_sugar,1.0294452,41.11352
1135,fryer_chickens,-24.369648,3.0111
1136,baby_back_ribs,-16.134779,38.496025
1137,crepes,26.93747,-24.922142
1138,phyllo,21.78839,-38.01661
1139,frozen_edamame_beans,-4.604069,57.388767
1140,frozen_blueberries,40.09422,-31.418707
1141,green_peppercorns,4.1767087,-26.070127
1142,shichimi_togarashi,-14.188869,56.19315
1143,hamburger,-50.006306,-8.570012
1144,no_salt_added_diced_tomatoes,-32.570847,2.763679
1145,asadero,-59.153526,17.293297
1146,i_cant_believe_its_not_butter!_spread,42.407436,-45.05806
1147,long_beans,11.571637,46.03919
1148,baking_mix,40.860176,-39.250614
1149,chocolate_shavings,51.84141,-25.5343
1150,toast,-9.372965,-10.288596
1151,ragu_old_world_style_pasta_sauc,-59.781322,-10.206676
1152,essence,-21.807575,-1.369561
1153,no_salt_added_black_beans,-62.632355,7.0528603
1154,penne_rigate,-25.056953,-33.389095
1155,whole_almonds,29.500393,-37.931057
1156,zesty_italian_dressing,-54.27541,-11.829639
1157,kirsch,30.010437,-28.939867
1158,sultana,31.352015,-21.837492
1159,kecap_manis,6.686077,46.244663
1160,brine_cured_olives,-19.602375,-18.17041
1161,french_fried_onions,25.530169,17.156622
1162,maida_flour,24.468971,12.840752
1163,tempeh,-35.247677,25.914555
1164,tzatziki,-28.685953,-13.975336
1165,buns,-41.389217,-7.096778
1166,methi,18.717873,12.1436
1167,pickled_carrots,7.7960014,50.570484
1168,white_cake_mix,49.55688,-32.257748
1169,grapes,24.273767,-31.001585
1170,stuffing,-26.861727,5.156838
1171,rub,-52.107777,18.16718
1172,cabernet_sauvignon_wine,64.55264,28.049328
1173,sassafras,69.14217,13.965526
1174,bicarbonate_of_soda,33.824295,-22.282515
1175,dried_tart_cherries,27.391088,-30.535242
1176,color_food_green,48.40405,-30.654844
1177,coconut_oil,56.138206,30.31559
1178,dashi_kombu,-14.30938,57.02153
1179,garden_peas,-2.9061105,7.3561344
1180,unbaked_pie_crusts,44.039185,-41.12156
1181,italian_style_stewed_tomatoes,-37.8016,-34.630287
1182,brine,-1.8836948,-12.874152
1183,ditalini_pasta,-42.55941,-24.668732
1184,chocolate_chips,46.54419,-33.001987
1185,soppressata,-30.952595,-21.738714
1186,seafood_seasoning,-25.233643,-1.457758
1187,bocconcini,-28.380665,-24.072319
1188,calamansi_juice,-6.339202,33.545925
1189,sea_salt_flakes,19.075798,-23.995708
1190,calamari,-13.167645,-2.3913314
1191,dashi_powder,-13.216381,56.103764
1192,toor_dal,17.693811,16.892345
1193,bouillon,-47.349438,9.404563
1194,duck_drumsticks,3.5898776,-20.959257
1195,graham_crackers,54.967014,-30.403646
1196,cardamon,14.0743,9.234658
1197,canela,-62.348465,25.47455
1198,fire_roasted_diced_tomatoes,-56.245583,5.448647
1199,lumpia_wrappers,-6.2259474,37.50126
1200,jackfruit,21.25311,50.34826
1201,kumquats,41.670483,-14.523421
1202,yellow_cake_mix,51.9391,-33.128193
1203,hand,0.099702545,19.976587
1204,brewed_espresso,53.396145,-24.96373
1205,habanero,24.06394,-7.316916
1206,seafood_stock,-12.896324,-3.9062314
1207,small_white_beans,-13.999649,-24.071571
1208,boiled_eggs,2.769,23.924677
1209,ravioli,-33.727596,-34.12712
1210,bucatini,-23.051851,-26.297768
1211,hoagie_rolls,-34.61944,-15.117199
1212,grouper,-16.737198,-3.967685
1213,espresso,53.977657,-25.185873
1214,sardines,-14.511515,-11.063459
1215,asian_eggplants,10.695705,51.271496
1216,tart_apples,35.19966,-32.269375
1217,sprouts,4.3663034,47.798798
1218,mexican_seasoning_mix,-61.84717,9.389116
1219,idaho_potatoes,6.2505584,-6.6722636
1220,splenda,17.805262,51.91274
1221,calamansi,-6.2339807,34.953564
1222,whole_nutmegs,19.831377,-42.22374
1223,breadstick,-32.96543,-18.729898
1224,boiling_onions,-0.07875847,-22.412666
1225,pound_cake,49.482506,-20.157585
1226,oats,38.34335,-31.792809
1227,roasted_meat,68.678444,27.48913
1228,red_capsicum,18.141346,24.596148
1229,duck_fat,2.042458,-21.54839
1230,hearts_of_romaine,-27.432556,-16.826002
1231,calimyrna_figs,25.524794,-28.878376
1232,poblano,-59.092236,16.368923
1233,adobo,-54.50456,19.10478
1234,sweetener,49.785156,-7.9216495
1235,stone_ground_cornmeal,-1.6377134,-46.179775
1236,marshmallow_creme,47.53087,-31.21048
1237,prebaked_pizza_crusts,-30.251698,-25.183582
1238,chanterelle,-1.108259,-28.329418
1239,extract,48.087154,-32.848534
1240,tostadas,-57.113415,17.912018
1241,plain_breadcrumbs,-46.666466,-32.830814
1242,pig,-9.576358,26.129528
1243,chocolate_syrup,53.65337,-26.961224
1244,chat_masala,22.651882,16.782423
1245,string_beans,-3.1450305,36.379547
1246,pickled_vegetables,-37.561443,-18.34981
1247,pomegranate_juice,36.15914,-5.947538
1248,baby_portobello_mushrooms,-34.225456,-32.10698
1249,dried_kidney_beans,-29.467766,7.029013
1250,ajwain,21.77927,16.302013
1251,old_fashioned_oats,37.71155,-33.878567
1252,hot_chili_oil,-0.4998988,43.425323
1253,arrowroot,5.014935,-23.907072
1254,sunflower_seeds,53.228714,-4.129151
1255,aai,51.963108,-9.050092
1256,white_kidney_beans,-13.269625,-19.513466
1257,gemelli,-25.105446,-32.39285
1258,yellow_rock_sugar,2.128513,39.95233
1259,stir_fry_sauce,2.4267244,49.301544
1260,curry_sauce,11.14459,28.14491
1261,pace_picante_sauce,-58.3332,-5.8100038
1262,dal,17.763836,16.368925
1263,steak_sauce,-35.049225,16.984808
1264,spareribs,-17.344946,38.974644
1265,toasted_slivered_almonds,46.67598,-21.311298
1266,cracker_crumbs,-8.025946,-46.23168
1267,arrowroot_powder,9.726436,28.22811
1268,min,8.26927,25.41873
1269,dried_fettuccine,-25.344822,-32.27377
1270,yolk,44.367893,-35.756477
1271,varnish_clams,-12.246144,-8.059878
1272,tonkatsu_sauce,-16.694572,54.66547
1273,toasted_nori,-10.368413,61.90592
1274,rapeseed_oil,15.552381,21.989082
1275,stevia,18.096468,52.389412
1276,morel,-0.41833916,-28.431166
1277,mild_curry_powder,6.95689,11.725411
1278,frozen_whipped_topping,52.51857,-32.53314
1279,shelled_pistachios,21.505877,-31.050594
1280,cornbread_mix,-11.338103,-42.053074
1281,rump_roast,-11.422119,-19.028927
1282,lager,-55.30241,13.997226
1283,frozen_strawberries,49.851772,-10.316776
1284,chopped_nuts,33.676277,6.0828457
1285,split_black_lentils,15.673925,17.754307
1286,fried_eggs,-19.862898,51.425243
1287,bartlett_pears,26.56194,-25.722952
1288,thin_pizza_crust,-34.74922,-28.436264
1289,collards,-27.890924,9.031933
1290,sour_cherries,20.266365,-26.80432
1291,carbonated_water,40.048332,-6.611101
1292,dried_pasta,-30.163858,-36.84364
1293,picholine_olives,-1.5413619,-4.097466
1294,rock_salt,8.915836,23.195164
1295,gran_marnier,25.447369,-29.933662
1296,sweet_mini_bells,-56.22898,3.1522818
1297,gala_apples,23.336527,-23.420048
1298,salmon_roe,54.156246,21.006943
1299,trout_fillet,-5.7145286,0.8980876
1300,caesar_salad_dressing,-34.57561,-16.120441
1301,relish,-28.983797,21.020939
1302,chipotle_salsa,-59.307133,14.178418
1303,golden_caster_sugar,17.200932,31.560755
1304,bitters,42.577854,-6.388528
1305,fat_free_refried_beans,-59.430508,2.3791823
1306,equal_sweetener,-8.120794,24.095524
1307,old_el_paso_taco_seasoning_mix,-57.054386,-7.1822805
1308,angostura_bitters,41.722466,-8.44371
1309,cornish_game_hens,1.9999931,-0.79253644
1310,fresno_chiles,5.7099795,40.0065
1311,tapenade,-23.179161,-21.419653
1312,frozen_lemonade_concentrate,42.464695,-9.106572
1313,parmagiano_reggiano,-31.619888,-34.67846
1314,yellow_lentils,12.792984,14.65518
1315,instant_espresso,59.75624,-22.845217
1316,boneless_sirloin_steak,-22.238808,35.341644
1317,gyoza,-11.425575,49.905056
1318,dark_molasses,39.35154,-34.351604
1319,ale,14.48554,-13.695994
1320,cornish_hens,8.933854,-20.877327
1321,medium_firm_tofu,-10.215635,51.25653
1322,tentacles,-11.901856,-7.33368
1323,shredded_coleslaw_mix,-24.728544,53.91801
1324,sorrel,-11.366693,-13.8865595
1325,low_sodium_worcestershire_sauce,-31.695864,-0.29679695
1326,fresh_cranberries,36.16748,-14.5142765
1327,herring,10.670923,-10.792886
1328,unsalted_pistachios,24.693333,-27.303156
1329,frozen_shelled_edamame,-5.704659,55.417175
1330,hot_smoked_paprika,-4.6614327,-6.850929
1331,pan_drippings,-6.945973,-42.22028
1332,togarashi,-15.808848,58.100464
1333,sweet_and_sour_sauce,-5.923056,39.31842
1334,sprite,-6.6937323,32.694447
1335,mole_sauce,-60.029877,12.036206
1336,chilegarlic_sauce,-4.0315595,52.67579
1337,poha,20.598955,15.454188
1338,thin_spaghetti,-14.859475,42.8795
1339,artemisia,58.94959,17.180132
1340,single_crust_pie,40.280388,-43.61105
1341,guajillo,-57.424446,16.088959
1342,italian_style_seasoning,-42.319145,-28.5891
1343,gold_potatoes,5.1403966,-11.130601
1344,cointreau,44.389355,-9.309143
1345,seafood,-9.492473,27.702604
1346,hellmann_or_best_food_light_mayonnais,-50.215324,1.7341701
1347,pink_peppercorns,17.817068,-26.603697
1348,jalape,-51.72603,11.923473
1349,perilla,8.220101,49.76225
1350,bengal_gram,15.64888,17.354942
1351,pickling_cucumbers,6.834212,52.892475
1352,spike_seasoning,-43.656227,-22.212801
1353,cool_whip,51.48953,-31.018234
1354,refrigerated_biscuits,-12.377042,-49.859333
1355,riesling,22.324375,-24.692757
1356,boneless_rib_eye_steaks,-24.885033,28.973242
1357,giblet,-11.992394,41.384113
1358,quinces,23.939781,-25.906351
1359,japanese_turnips,-8.357253,53.938614
1360,camembert_cheese,61.89211,8.320671
1361,dungeness_crabs,-10.7730465,-5.7763567
1362,chinese_black_mushrooms,-7.0300937,44.13985
1363,fajita_size_flour_tortillas,-55.259598,-1.6654066
1364,dry_pasta,-45.577324,-29.737722
1365,small_new_potatoes,-4.361482,-13.026539
1366,old_el_paso_chopped_green_chiles,-60.1003,-1.3379093
1367,choy_sum,-7.320486,46.511623
1368,prosecco,39.135975,-9.436332
1369,soy,4.044417,43.755753
1370,doritos,-55.41237,-7.053523
1371,cuban_peppers,-43.51494,-16.911722
1372,capellini,-16.578257,-8.9965515
1373,foie_gras,2.396136,-26.064686
1374,annatto_seeds,4.648226,37.322533
1375,sweet_peas,-38.42387,-3.781762
1376,risotto,-41.45577,-33.323074
1377,preserves,34.285446,-30.312199
1378,taro,20.010548,47.159615
1379,non_stick_spray,-50.437386,-27.25553
1380,pickling_salt,17.052736,-6.6074734
1381,prepared_lasagne,-36.840214,-38.45185
1382,herb_seasoning,-42.07378,-27.253546
1383,black_salt,22.628275,17.909697
1384,mild_green_chiles,-53.19232,4.276733
1385,masa_dough,-64.17124,17.723812
1386,coca_cola,-17.156475,46.51844
1387,manioc_flour,-25.343351,8.657111
1388,biscuit_dough,-44.999916,-27.14803
1389,blue_crabs,-24.140705,0.7950765
